YEAR,TECHNOLOGY:TraMode,VALUE
2022,MCY,19.529999999999998
2023,MCY,20.7
2024,MCY,21.94
2025,MCY,23.259999999999998
2026,MCY,24.65
2027,MCY,26.129999999999995
2028,MCY,27.700000000000003
2029,MCY,29.36
2030,MCY,31.12
2031,MCY,32.99
2032,MCY,34.97
2033,MCY,37.07
2034,MCY,39.29
2035,MCY,41.65
2036,MCY,44.15000000000001
2037,MCY,46.79999999999998
2038,MCY,49.61000000000001
2039,MCY,52.580000000000005
2040,MCY,55.74
2041,MCY,59.079999999999984
2042,MCY,62.63
2043,MCY,66.38000000000001
2044,MCY,70.37
2045,MCY,74.59
2046,MCY,79.06
2047,MCY,83.81
2048,MCY,88.84000000000003
2049,MCY,94.17
2050,MCY,99.81999999999998
2021,MCY,18.42
2036,CAR,33.58999999999998
2037,CAR,35.600000000000016
2038,CAR,37.74000000000001
2039,CAR,40.00000000000002
2040,CAR,42.400000000000034
2041,CAR,44.94999999999999
2042,CAR,47.64999999999999
2043,CAR,50.499999999999986
2044,CAR,53.539999999999985
2045,CAR,56.749999999999986
2046,CAR,60.14999999999998
2047,CAR,63.76
2048,CAR,67.58999999999999
2049,CAR,71.63999999999999
2050,CAR,75.94
2021,CAR,14.019999999999998
2022,CAR,14.859999999999998
2023,CAR,15.75
2024,CAR,16.69
2025,CAR,17.69
2026,CAR,18.759999999999994
2027,CAR,19.880000000000003
2028,CAR,21.070000000000007
2029,CAR,22.339999999999996
2030,CAR,23.680000000000003
2031,CAR,25.100000000000012
2032,CAR,26.61
2033,CAR,28.2
2034,CAR,29.890000000000008
2035,CAR,31.69
2046,BUS,49.17
2047,BUS,52.11999999999998
2048,BUS,55.24000000000001
2049,BUS,58.56
2050,BUS,62.07000000000001
2026,BUS,15.329999999999998
2027,BUS,16.25
2028,BUS,17.230000000000004
2029,BUS,18.259999999999998
2030,BUS,19.35
2031,BUS,20.520000000000003
2032,BUS,21.750000000000004
2033,BUS,23.049999999999997
2034,BUS,24.430000000000007
2035,BUS,25.900000000000002
2036,BUS,27.460000000000004
2037,BUS,29.1
2038,BUS,30.85
2039,BUS,32.7
2040,BUS,34.65999999999999
2041,BUS,36.74
2042,BUS,38.949999999999996
2043,BUS,41.279999999999994
2044,BUS,43.759999999999984
2045,BUS,46.37999999999999
2021,BUS,11.460000000000004
2022,BUS,12.14
2023,BUS,12.87
2024,BUS,13.640000000000006
2025,BUS,14.460000000000004
2021,RAI,0.6289999999999997
2022,RAI,0.7099999999999999
2023,RAI,0.791
2024,RAI,0.872
2025,RAI,0.9519999999999998
2026,RAI,1.0329999999999997
2027,RAI,1.114
2028,RAI,1.195
2029,RAI,1.2759999999999998
2030,RAI,1.3569999999999998
2031,RAI,1.438
2032,RAI,1.519
2033,RAI,1.6
2034,RAI,1.6810000000000005
2035,RAI,1.762
2036,RAI,1.842
2037,RAI,1.923
2038,RAI,2.004
2039,RAI,2.085
2040,RAI,2.1660000000000004
2041,RAI,2.246999999999999
2042,RAI,2.3279999999999994
2043,RAI,2.409
2044,RAI,2.49
2045,RAI,2.571
2046,RAI,2.652
2047,RAI,2.733
2048,RAI,2.813
2049,RAI,2.894
2050,RAI,2.975
2021,AIR,0.6539999999999999
2022,AIR,0.6869999999999998
2023,AIR,0.7210000000000002
2024,AIR,0.7550000000000001
2025,AIR,0.789
2026,AIR,0.823
2027,AIR,0.8559999999999997
2028,AIR,0.89
2029,AIR,0.924
2030,AIR,0.958
2031,AIR,0.992
2032,AIR,1.0249999999999997
2033,AIR,1.0589999999999997
2034,AIR,1.093
2035,AIR,1.1269999999999996
2036,AIR,1.161
2037,AIR,1.194
2038,AIR,1.2279999999999998
2039,AIR,1.262
2040,AIR,1.2959999999999998
2041,AIR,1.33
2042,AIR,1.3629999999999998
2043,AIR,1.3969999999999994
2044,AIR,1.4309999999999998
2045,AIR,1.4649999999999999
2046,AIR,1.4989999999999997
2047,AIR,1.5319999999999996
2048,AIR,1.5659999999999996
2049,AIR,1.5999999999999994
2050,AIR,1.634
