YEAR,TECHNOLOGY:TraMode,VALUE
2024,MCY,21.940000000000005
2025,MCY,23.260000000000005
2026,MCY,24.65
2027,MCY,26.13
2028,MCY,27.700000000000003
2029,MCY,29.360000000000003
2030,MCY,31.120000000000005
2031,MCY,32.99
2032,MCY,34.97
2033,MCY,37.069999999999986
2034,MCY,39.290000000000006
2035,MCY,41.64999999999999
2036,MCY,44.14999999999999
2037,MCY,46.79999999999999
2038,MCY,49.61000000000002
2039,MCY,52.57999999999999
2040,MCY,55.740000000000016
2041,MCY,59.08
2042,MCY,62.63000000000001
2043,MCY,66.38000000000001
2044,MCY,70.37
2045,MCY,74.59
2046,MCY,79.06000000000002
2047,MCY,83.81
2048,MCY,88.84
2049,MCY,94.17
2050,MCY,99.82
2021,MCY,18.42
2022,MCY,19.530000000000005
2023,MCY,20.7
2042,CAR,47.64999999999999
2043,CAR,50.49999999999999
2044,CAR,53.53999999999999
2045,CAR,56.75
2046,CAR,60.150000000000006
2047,CAR,63.760000000000005
2048,CAR,67.59
2049,CAR,71.64000000000001
2050,CAR,75.94
2021,CAR,14.019999999999998
2022,CAR,14.859999999999998
2023,CAR,15.75
2024,CAR,16.689999999999998
2025,CAR,17.69
2026,CAR,18.759999999999994
2027,CAR,19.880000000000003
2028,CAR,21.07
2029,CAR,22.34
2030,CAR,23.680000000000007
2031,CAR,25.100000000000012
2032,CAR,26.61
2033,CAR,28.2
2034,CAR,29.890000000000008
2035,CAR,31.69
2036,CAR,33.58999999999999
2037,CAR,35.60000000000002
2038,CAR,37.74000000000001
2039,CAR,40.000000000000014
2040,CAR,42.40000000000001
2041,CAR,44.95
2049,BUS,58.55999999999999
2050,BUS,62.07000000000002
2034,BUS,24.429999999999996
2035,BUS,25.900000000000002
2036,BUS,27.46
2037,BUS,29.1
2038,BUS,30.849999999999998
2039,BUS,32.70000000000001
2040,BUS,34.65999999999999
2041,BUS,36.739999999999995
2042,BUS,38.95000000000002
2043,BUS,41.28
2044,BUS,43.76000000000001
2045,BUS,46.38000000000001
2046,BUS,49.17
2047,BUS,52.12
2048,BUS,55.239999999999995
2021,BUS,11.46
2022,BUS,12.140000000000002
2023,BUS,12.87
2024,BUS,13.640000000000002
2025,BUS,14.460000000000004
2026,BUS,15.33
2027,BUS,16.25
2028,BUS,17.229999999999997
2029,BUS,18.260000000000005
2030,BUS,19.35
2031,BUS,20.519999999999992
2032,BUS,21.75
2033,BUS,23.05
2021,RAI,0.629
2022,RAI,0.71
2023,RAI,0.7909999999999999
2024,RAI,0.8719999999999997
2025,RAI,0.9519999999999996
2026,RAI,1.0329999999999997
2027,RAI,1.1139999999999997
2028,RAI,1.1949999999999998
2029,RAI,1.276
2030,RAI,1.3569999999999998
2031,RAI,1.438
2032,RAI,1.519
2033,RAI,1.6
2034,RAI,1.681
2035,RAI,1.762
2036,RAI,1.842
2037,RAI,1.9230000000000005
2038,RAI,2.004
2039,RAI,2.085
2040,RAI,2.1660000000000004
2041,RAI,2.246999999999999
2042,RAI,2.328
2043,RAI,2.4090000000000003
2044,RAI,2.49
2045,RAI,2.571
2046,RAI,2.652
2047,RAI,2.733
2048,RAI,2.813
2049,RAI,2.894
2050,RAI,2.975
2021,AIR,0.6539999999999999
2022,AIR,0.6869999999999998
2023,AIR,0.7210000000000002
2024,AIR,0.7549999999999998
2025,AIR,0.7889999999999999
2026,AIR,0.823
2027,AIR,0.8559999999999998
2028,AIR,0.8900000000000001
2029,AIR,0.924
2030,AIR,0.958
2031,AIR,0.992
2032,AIR,1.025
2033,AIR,1.059
2034,AIR,1.093
2035,AIR,1.1270000000000002
2036,AIR,1.1610000000000005
2037,AIR,1.1940000000000002
2038,AIR,1.2280000000000002
2039,AIR,1.2620000000000002
2040,AIR,1.2959999999999998
2041,AIR,1.3300000000000003
2042,AIR,1.3629999999999995
2043,AIR,1.397
2044,AIR,1.4309999999999998
2045,AIR,1.465
2046,AIR,1.4989999999999997
2047,AIR,1.5319999999999996
2048,AIR,1.5659999999999998
2049,AIR,1.6
2050,AIR,1.6340000000000001
