YEAR,TECHNOLOGY:TraMode,VALUE
2023,MCY,20.7
2024,MCY,21.94
2025,MCY,23.26
2026,MCY,24.062000000000005
2027,MCY,24.940999999999995
2028,MCY,25.896
2029,MCY,26.924
2030,MCY,28.034
2031,MCY,29.233000000000004
2032,MCY,30.520000000000003
2033,MCY,31.902000000000005
2034,MCY,33.376
2035,MCY,34.96
2036,MCY,36.65100000000001
2037,MCY,38.455
2038,MCY,40.379000000000005
2039,MCY,42.42099999999999
2040,MCY,44.604000000000006
2041,MCY,46.916
2042,MCY,49.381
2043,MCY,51.986
2044,MCY,54.764
2045,MCY,57.7
2046,MCY,60.809
2047,MCY,64.11199999999998
2048,MCY,67.604
2049,MCY,71.298
2050,MCY,75.203
2021,MCY,18.42
2022,MCY,19.530000000000005
2037,CAR,27.130000000000003
2038,CAR,28.28900000000001
2039,CAR,29.507000000000012
2040,CAR,30.796000000000006
2041,CAR,32.159
2042,CAR,33.591999999999985
2043,CAR,35.08799999999999
2044,CAR,36.67499999999999
2045,CAR,38.32899999999999
2046,CAR,40.06099999999999
2047,CAR,41.88
2048,CAR,43.78499999999998
2049,CAR,45.767999999999994
2050,CAR,47.845000000000006
2031,CAR,21.464
2032,CAR,22.270999999999994
2033,CAR,23.122999999999994
2034,CAR,24.035
2035,CAR,25.011999999999997
2036,CAR,26.04200000000001
2021,CAR,14.020000000000001
2022,CAR,14.859999999999998
2023,CAR,15.75
2024,CAR,16.689999999999998
2025,CAR,17.69
2026,CAR,18.209000000000003
2027,CAR,18.760000000000005
2028,CAR,19.359
2029,CAR,20.015000000000004
2030,CAR,20.714000000000006
2026,BUS,14.981999999999996
2039,BUS,26.857000000000006
2040,BUS,28.27300000000001
2041,BUS,29.782999999999987
2042,BUS,31.39399999999999
2043,BUS,33.09499999999999
2044,BUS,34.912000000000006
2045,BUS,36.833999999999996
2046,BUS,38.88499999999999
2047,BUS,41.05500000000001
2048,BUS,43.347999999999985
2049,BUS,45.791
2050,BUS,48.37100000000001
2021,BUS,11.460000000000004
2022,BUS,12.14
2023,BUS,12.87
2024,BUS,13.64
2025,BUS,14.46
2027,BUS,15.548000000000004
2028,BUS,16.166
2029,BUS,16.826
2030,BUS,17.537
2031,BUS,18.317
2032,BUS,19.146
2033,BUS,20.033000000000005
2034,BUS,20.986
2035,BUS,22.013000000000005
2036,BUS,23.113000000000003
2037,BUS,24.275
2038,BUS,25.527
2021,RAI,0.629
2022,RAI,0.7100000000000001
2023,RAI,0.7910000000000001
2024,RAI,0.872
2025,RAI,0.952
2026,RAI,1.3320000000000003
2027,RAI,1.737
2028,RAI,2.174
2029,RAI,2.644000000000001
2030,RAI,3.1520000000000006
2031,RAI,3.7039999999999993
2032,RAI,4.302999999999999
2033,RAI,4.954000000000001
2034,RAI,5.661999999999999
2035,RAI,6.435999999999999
2036,RAI,7.279000000000002
2037,RAI,8.197999999999999
2038,RAI,9.203
2039,RAI,10.298
2040,RAI,11.493999999999998
2041,RAI,12.799
2042,RAI,14.222999999999995
2043,RAI,15.774
2044,RAI,17.469
2045,RAI,19.312999999999995
2046,RAI,21.323
2047,RAI,23.513000000000005
2048,RAI,25.894999999999992
2049,RAI,28.488
2050,RAI,31.308
2021,AIR,0.6539999999999999
2022,AIR,0.687
2023,AIR,0.721
2024,AIR,0.7549999999999998
2025,AIR,0.7890000000000001
2026,AIR,0.808
2027,AIR,0.827
2028,AIR,0.848
2029,AIR,0.8690000000000001
2030,AIR,0.8899999999999999
2031,AIR,0.913
2032,AIR,0.935
2033,AIR,0.959
2034,AIR,0.983
2035,AIR,1.008
2036,AIR,1.034
2037,AIR,1.0589999999999995
2038,AIR,1.0860000000000003
2039,AIR,1.1140000000000003
2040,AIR,1.142
2041,AIR,1.1710000000000005
2042,AIR,1.2000000000000002
2043,AIR,1.23
2044,AIR,1.26
2045,AIR,1.2909999999999997
2046,AIR,1.3229999999999995
2047,AIR,1.354
2048,AIR,1.3859999999999997
2049,AIR,1.4189999999999996
2050,AIR,1.452
